uid,namedLocation,domainID,siteID,plotType,sampleID,sampleCode,collectDate,lmaSampleID,lmaSampleCode,lmaSampleCondition,scanDate,scannedBy,freshMass,ovenStartDate,ovenEndDate,dryMass,weighedBy,scannedLeafNumber,leafArea,percentGreen,leafMassPerArea,dryMassFraction,measuredBy,remarks,dataQF
"09a74734-35cb-4e84-a225-71b2666aaad3","GUAN_002.basePlot.cfc","D04","GUAN","distributed","xIqeKa1cF5wqK55/3DYW1xzc8KY/0EterNpfuUFm/DY=","A00000005671","2018-04-24T12:12Z","xIqeKa1cF5wqK55/3DYW1xzc8KY/0EteoZgiDuRVfahWeNdU+pbegw==","A00000005742","OK","2018-04-24T20:22Z","tvelazquez-rojas@battelleecology.org",7.080,"2018-04-24T20:25Z","2018-05-03T20:13Z",2.880,"tvelazquez-rojas@battelleecology.org",17,22583.7,100,127.5,0.407,"tvelazquez-rojas@battelleecology.org",,
"f1d9d432-f015-440d-8d64-5492aecfba78","GUAN_002.basePlot.cfc","D04","GUAN","distributed","xIqeKa1cF5wrDcLSoZ8W0cX3XEy/r+ZmtKHy1jKltlY=","A00000007222","2018-04-24T12:50Z","xIqeKa1cF5wrDcLSoZ8W0cX3XEy/r+ZmPEsqJMLFwNo=","A00000005740","OK","2018-04-24T19:50Z","tvelazquez-rojas@battelleecology.org",7.270,"2018-04-24T19:52Z","2018-05-03T20:12Z",3.710,"tvelazquez-rojas@battelleecology.org",20,24701.7,100,150.2,0.510,"tvelazquez-rojas@battelleecology.org",,
"6a6a652a-73b0-43d5-a55d-cb78a6cc0a36","GUAN_002.basePlot.cfc","D04","GUAN","distributed","xIqeKa1cF5zpenmYNvsTH9UWNjXTZEHS8XmHwaLsRY0=","A00000007235","2018-04-24T13:16Z","xIqeKa1cF5zpenmYNvsTH9UWNjXTZEHSbd3SaknqG2k=","A00000005743","OK","2018-04-24T20:35Z","tvelazquez-rojas@battelleecology.org",3.540,"2018-04-24T20:40Z","2018-05-03T20:11Z",1.950,"tvelazquez-rojas@battelleecology.org",6,12611.2,100,154.6,0.551,"tvelazquez-rojas@battelleecology.org",,
"a79a2f48-7d17-4bba-87d4-7ac3c6ba4c2d","GUAN_008.basePlot.cfc","D04","GUAN","distributed","xIqeKa1cF5xgOtndUHmBGIAy/uSRpwbQ8z2RwGsWKyo=","A00000007244","2018-04-24T15:54Z","xIqeKa1cF5xgOtndUHmBGIAy/uSRpwbQAf76tm6HPiE=","A00000005739","OK","2018-04-24T19:15Z","tvelazquez-rojas@battelleecology.org",5.550,"2018-04-24T19:18Z","2018-05-03T20:15Z",1.760,"tvelazquez-rojas@battelleecology.org",3,23655.3,100,74.4,0.317,"tvelazquez-rojas@battelleecology.org",,
"657206e8-0b0c-483d-befe-7b1356152427","GUAN_008.basePlot.cfc","D04","GUAN","distributed","xIqeKa1cF5yjEd42cEFihrNhyyHEAZdTtO1ZjWRWEf0=","A00000007259","2018-04-24T16:16Z","xIqeKa1cF5yjEd42cEFihrNhyyHEAZdTnQfN7wE1Suk=","A00000005744","OK","2018-04-24T21:02Z","tvelazquez-rojas@battelleecology.org",2.520,"2018-04-24T21:08Z","2018-05-03T20:14Z",0.940,"tvelazquez-rojas@battelleecology.org",3,10177.4,100,92.4,0.373,"tvelazquez-rojas@battelleecology.org","Compound leaves",
"ddaffeff-6b7a-48c9-9a65-d52844899b7e","GUAN_008.basePlot.cfc","D04","GUAN","distributed","xIqeKa1cF5wTAD5AzsGyzPZNjiRUeJZLh23POiccO7o=","A00000007260","2018-04-24T16:54Z","xIqeKa1cF5wTAD5AzsGyzPZNjiRUeJZLEbJfrhklMS0SD4LbHL5Xyg==","A00000005741","OK","2018-04-24T20:10Z","tvelazquez-rojas@battelleecology.org",7.030,"2018-04-24T20:14Z","2018-05-03T20:15Z",3.250,"tvelazquez-rojas@battelleecology.org",14,25166.6,100,129.1,0.462,"tvelazquez-rojas@battelleecology.org",,
"10f4dc95-bc3f-4abe-98be-17aeb55da792","GUAN_042.basePlot.cfc","D04","GUAN","tower","xIqeKa1cF5xABiXrs0UCiJR6NdCm4wNr0gVPrMAWG+E=","A00000007245","2018-04-25T11:21Z","xIqeKa1cF5xABiXrs0UCiJR6NdCm4wNrz3TphnyXgEE=","A00000005745","OK","2018-04-25T16:22Z","tvelazquez-rojas@battelleecology.org",3.830,"2018-04-25T16:32Z","2018-05-03T18:05Z",1.760,"lapontediaz@battelleecology.org",7,12885.9,100,136.6,0.460,"tvelazquez-rojas@battelleecology.org",,
"dd7d971a-00a5-427b-8ebf-128a6f828409","GUAN_042.basePlot.cfc","D04","GUAN","tower","xIqeKa1cF5w/7S5W4OSulId2ieyS+K+PKF/GwC2YXGM=","A00000007246","2018-04-25T11:55Z","xIqeKa1cF5w/7S5W4OSulId2ieyS+K+Pl+UCukGiTPA=","A00000005734","OK","2018-04-25T16:58Z","tvelazquez-rojas@battelleecology.org",4.180,"2018-04-25T17:00Z","2018-05-03T20:03Z",2.060,"tvelazquez-rojas@battelleecology.org",15,15514.2,100,132.8,0.493,"tvelazquez-rojas@battelleecology.org",,
"ef7f5375-01ac-460b-b2b0-f2bc94b11923","GUAN_042.basePlot.cfc","D04","GUAN","tower","xIqeKa1cF5wru2D/2cP7M9sTjPj2HT25/QazCIK0oM4=","A00000007262","2018-04-25T12:28Z","xIqeKa1cF5wru2D/2cP7M9sTjPj2HT25oj4gpuvomy0=","A00000005736","OK","2018-04-25T17:29Z","tvelazquez-rojas@battelleecology.org",3.210,"2018-04-25T17:38Z","2018-05-03T20:05Z",0.870,"tvelazquez-rojas@battelleecology.org",4,14865.5,100,58.5,0.271,"tvelazquez-rojas@battelleecology.org","Compound leaves",
"2040e0ce-0f89-4f09-91a1-d8d0fe4648ff","GUAN_043.basePlot.cfc","D04","GUAN","tower","xIqeKa1cF5waeJdGCqrXoUfTMlurlUpUrmhSU6tu78w=","A00000007268","2018-04-25T13:35Z","xIqeKa1cF5waeJdGCqrXoUfTMlurlUpUCqPdWjFm3Nw=","A00000005737","OK","2018-04-25T18:49Z","tvelazquez-rojas@battelleecology.org",4.110,"2018-04-25T18:55Z","2018-05-03T20:09Z",1.990,"tvelazquez-rojas@battelleecology.org",4,15119.4,100,131.6,0.484,"tvelazquez-rojas@battelleecology.org","Compound leaves",
